dataset,time_period,region_name,region_type,region_code,property_value
people_in_debt,2023,Lansingerland,Municipality,GM1621,479.0
people_in_debt,2019,Laren (NH.),Municipality,GM0417,610.0
people_in_debt,2020,Laren (NH.),Municipality,GM0417,660.0
people_in_debt,2021,Laren (NH.),Municipality,GM0417,711.0
people_in_debt,2022,Laren (NH.),Municipality,GM0417,781.0
people_in_debt,2023,Laren (NH.),Municipality,GM0417,898.0
people_in_debt,2019,Leeuwarden,Municipality,GM0080,156.0
people_in_debt,2020,Leeuwarden,Municipality,GM0080,167.0
people_in_debt,2021,Leeuwarden,Municipality,GM0080,183.0
people_in_debt,2022,Leeuwarden,Municipality,GM0080,204.0
people_in_debt,2023,Leeuwarden,Municipality,GM0080,235.0
people_in_debt,2019,Leiden,Municipality,GM0546,264.0
people_in_debt,2020,Leiden,Municipality,GM0546,292.0
people_in_debt,2021,Leiden,Municipality,GM0546,313.0
people_in_debt,2022,Leiden,Municipality,GM0546,345.0
people_in_debt,2023,Leiden,Municipality,GM0546,390.0
people_in_debt,2019,Leiderdorp,Municipality,GM0547,281.0
people_in_debt,2020,Leiderdorp,Municipality,GM0547,305.0
people_in_debt,2021,Leiderdorp,Municipality,GM0547,334.0
people_in_debt,2022,Leiderdorp,Municipality,GM0547,362.0
people_in_debt,2023,Leiderdorp,Municipality,GM0547,413.0
people_in_debt,2019,Leidschendam-Voorburg,Municipality,GM1916,272.0
people_in_debt,2020,Leidschendam-Voorburg,Municipality,GM1916,291.0
people_in_debt,2021,Leidschendam-Voorburg,Municipality,GM1916,315.0
people_in_debt,2022,Leidschendam-Voorburg,Municipality,GM1916,340.0
people_in_debt,2023,Leidschendam-Voorburg,Municipality,GM1916,380.0
people_in_debt,2019,Lelystad,Municipality,GM0995,190.0
people_in_debt,2020,Lelystad,Municipality,GM0995,211.0
people_in_debt,2021,Lelystad,Municipality,GM0995,228.0
people_in_debt,2022,Lelystad,Municipality,GM0995,259.0
people_in_debt,2023,Lelystad,Municipality,GM0995,327.0
people_in_debt,2019,Leudal,Municipality,GM1640,239.0
people_in_debt,2020,Leudal,Municipality,GM1640,250.0
people_in_debt,2021,Leudal,Municipality,GM1640,264.0
people_in_debt,2022,Leudal,Municipality,GM1640,281.0
people_in_debt,2023,Leudal,Municipality,GM1640,336.0
people_in_debt,2019,Leusden,Municipality,GM0327,321.0
people_in_debt,2020,Leusden,Municipality,GM0327,341.0
people_in_debt,2021,Leusden,Municipality,GM0327,360.0
people_in_debt,2022,Leusden,Municipality,GM0327,391.0
people_in_debt,2023,Leusden,Municipality,GM0327,449.0
people_in_debt,2019,Lingewaard,Municipality,GM1705,255.0
people_in_debt,2020,Lingewaard,Municipality,GM1705,273.0
people_in_debt,2021,Lingewaard,Municipality,GM1705,293.0
people_in_debt,2022,Lingewaard,Municipality,GM1705,326.0
people_in_debt,2023,Lingewaard,Municipality,GM1705,373.0
people_in_debt,2019,Lisse,Municipality,GM0553,277.0
people_in_debt,2020,Lisse,Municipality,GM0553,303.0
people_in_debt,2021,Lisse,Municipality,GM0553,324.0
people_in_debt,2022,Lisse,Municipality,GM0553,357.0
people_in_debt,2023,Lisse,Municipality,GM0553,405.0
people_in_debt,2019,Lochem,Municipality,GM0262,307.0
people_in_debt,2020,Lochem,Municipality,GM0262,328.0
people_in_debt,2021,Lochem,Municipality,GM0262,342.0
people_in_debt,2022,Lochem,Municipality,GM0262,373.0
people_in_debt,2023,Lochem,Municipality,GM0262,459.0
people_in_debt,2019,Loon op Zand,Municipality,GM0809,256.0
people_in_debt,2020,Loon op Zand,Municipality,GM0809,271.0
people_in_debt,2021,Loon op Zand,Municipality,GM0809,287.0
people_in_debt,2022,Loon op Zand,Municipality,GM0809,312.0
people_in_debt,2023,Loon op Zand,Municipality,GM0809,364.0
people_in_debt,2019,Lopik,Municipality,GM0331,294.0
people_in_debt,2020,Lopik,Municipality,GM0331,313.0
people_in_debt,2021,Lopik,Municipality,GM0331,347.0
people_in_debt,2022,Lopik,Municipality,GM0331,384.0
people_in_debt,2023,Lopik,Municipality,GM0331,445.0
people_in_debt,2019,Loppersum,Municipality,GM0024,161.0
people_in_debt,2020,Loppersum,Municipality,GM0024,175.0
people_in_debt,2021,Loppersum,Municipality,GM0024,
people_in_debt,2022,Loppersum,Municipality,GM0024,
people_in_debt,2023,Loppersum,Municipality,GM0024,
people_in_debt,2019,Losser,Municipality,GM0168,234.0
people_in_debt,2020,Losser,Municipality,GM0168,249.0
people_in_debt,2021,Losser,Municipality,GM0168,267.0
people_in_debt,2022,Losser,Municipality,GM0168,296.0
people_in_debt,2023,Losser,Municipality,GM0168,353.0
people_in_debt,2019,Maasdriel,Municipality,GM0263,283.0
people_in_debt,2020,Maasdriel,Municipality,GM0263,299.0
people_in_debt,2021,Maasdriel,Municipality,GM0263,318.0
people_in_debt,2022,Maasdriel,Municipality,GM0263,348.0
people_in_debt,2023,Maasdriel,Municipality,GM0263,405.0
people_in_debt,2019,Maasgouw,Municipality,GM1641,224.0
people_in_debt,2020,Maasgouw,Municipality,GM1641,239.0
people_in_debt,2021,Maasgouw,Municipality,GM1641,253.0
people_in_debt,2022,Maasgouw,Municipality,GM1641,272.0
people_in_debt,2023,Maasgouw,Municipality,GM1641,317.0
people_in_debt,2019,Maashorst,Municipality,GM1991,
people_in_debt,2020,Maashorst,Municipality,GM1991,
people_in_debt,2021,Maashorst,Municipality,GM1991,
people_in_debt,2022,Maashorst,Municipality,GM1991,336.0
people_in_debt,2023,Maashorst,Municipality,GM1991,385.0
people_in_debt,2019,Maassluis,Municipality,GM0556,208.0
people_in_debt,2020,Maassluis,Municipality,GM0556,224.0
people_in_debt,2021,Maassluis,Municipality,GM0556,245.0
people_in_debt,2022,Maassluis,Municipality,GM0556,266.0
people_in_debt,2023,Maassluis,Municipality,GM0556,304.0
people_in_debt,2019,Maastricht,Municipality,GM0935,209.0
people_in_debt,2020,Maastricht,Municipality,GM0935,224.0
people_in_debt,2021,Maastricht,Municipality,GM0935,238.0
people_in_debt,2022,Maastricht,Municipality,GM0935,258.0
people_in_debt,2023,Maastricht,Municipality,GM0935,302.0
people_in_debt,2019,Medemblik,Municipality,GM0420,243.0
people_in_debt,2020,Medemblik,Municipality,GM0420,269.0
people_in_debt,2021,Medemblik,Municipality,GM0420,289.0
people_in_debt,2022,Medemblik,Municipality,GM0420,325.0
people_in_debt,2023,Medemblik,Municipality,GM0420,376.0
people_in_debt,2019,Meerssen,Municipality,GM0938,250.0
people_in_debt,2020,Meerssen,Municipality,GM0938,266.0
people_in_debt,2021,Meerssen,Municipality,GM0938,281.0
people_in_debt,2022,Meerssen,Municipality,GM0938,299.0
people_in_debt,2023,Meerssen,Municipality,GM0938,352.0
people_in_debt,2019,Meierijstad,Municipality,GM1948,281.0
people_in_debt,2020,Meierijstad,Municipality,GM1948,293.0
people_in_debt,2021,Meierijstad,Municipality,GM1948,312.0
people_in_debt,2022,Meierijstad,Municipality,GM1948,345.0
people_in_debt,2023,Meierijstad,Municipality,GM1948,405.0
people_in_debt,2019,Meppel,Municipality,GM0119,200.0
people_in_debt,2020,Meppel,Municipality,GM0119,213.0
people_in_debt,2021,Meppel,Municipality,GM0119,227.0
people_in_debt,2022,Meppel,Municipality,GM0119,249.0
people_in_debt,2023,Meppel,Municipality,GM0119,289.0
people_in_debt,2019,Middelburg (Z.),Municipality,GM0687,189.0
people_in_debt,2020,Middelburg (Z.),Municipality,GM0687,200.0
people_in_debt,2021,Middelburg (Z.),Municipality,GM0687,213.0
people_in_debt,2022,Middelburg (Z.),Municipality,GM0687,231.0
people_in_debt,2023,Middelburg (Z.),Municipality,GM0687,259.0
people_in_debt,2019,Midden-Delfland,Municipality,GM1842,324.0
people_in_debt,2020,Midden-Delfland,Municipality,GM1842,356.0
people_in_debt,2021,Midden-Delfland,Municipality,GM1842,385.0
people_in_debt,2022,Midden-Delfland,Municipality,GM1842,419.0
people_in_debt,2023,Midden-Delfland,Municipality,GM1842,469.0
people_in_debt,2019,Midden-Drenthe,Municipality,GM1731,220.0
people_in_debt,2020,Midden-Drenthe,Municipality,GM1731,231.0
people_in_debt,2021,Midden-Drenthe,Municipality,GM1731,244.0
people_in_debt,2022,Midden-Drenthe,Municipality,GM1731,265.0
people_in_debt,2023,Midden-Drenthe,Municipality,GM1731,299.0
people_in_debt,2019,Midden-Groningen,Municipality,GM1952,167.0
people_in_debt,2020,Midden-Groningen,Municipality,GM1952,175.0
people_in_debt,2021,Midden-Groningen,Municipality,GM1952,188.0
people_in_debt,2022,Midden-Groningen,Municipality,GM1952,206.0
people_in_debt,2023,Midden-Groningen,Municipality,GM1952,239.0
people_in_debt,2019,Mill en Sint Hubert,Municipality,GM0815,266.0
people_in_debt,2020,Mill en Sint Hubert,Municipality,GM0815,279.0
people_in_debt,2021,Mill en Sint Hubert,Municipality,GM0815,295.0
people_in_debt,2022,Mill en Sint Hubert,Municipality,GM0815,
people_in_debt,2023,Mill en Sint Hubert,Municipality,GM0815,
people_in_debt,2019,Moerdijk,Municipality,GM1709,233.0
people_in_debt,2020,Moerdijk,Municipality,GM1709,247.0
people_in_debt,2021,Moerdijk,Municipality,GM1709,263.0
people_in_debt,2022,Moerdijk,Municipality,GM1709,282.0
people_in_debt,2023,Moerdijk,Municipality,GM1709,335.0
people_in_debt,2019,Molenlanden,Municipality,GM1978,281.0
people_in_debt,2020,Molenlanden,Municipality,GM1978,290.0
people_in_debt,2021,Molenlanden,Municipality,GM1978,311.0
people_in_debt,2022,Molenlanden,Municipality,GM1978,345.0
people_in_debt,2023,Molenlanden,Municipality,GM1978,389.0
people_in_debt,2019,Montferland,Municipality,GM1955,212.0
people_in_debt,2020,Montferland,Municipality,GM1955,221.0
people_in_debt,2021,Montferland,Municipality,GM1955,234.0
people_in_debt,2022,Montferland,Municipality,GM1955,253.0
people_in_debt,2023,Montferland,Municipality,GM1955,282.0
people_in_debt,2019,Montfoort,Municipality,GM0335,295.0
people_in_debt,2020,Montfoort,Municipality,GM0335,316.0
people_in_debt,2021,Montfoort,Municipality,GM0335,338.0
people_in_debt,2022,Montfoort,Municipality,GM0335,370.0
people_in_debt,2023,Montfoort,Municipality,GM0335,427.0
people_in_debt,2019,Mook en Middelaar,Municipality,GM0944,293.0
people_in_debt,2020,Mook en Middelaar,Municipality,GM0944,310.0
people_in_debt,2021,Mook en Middelaar,Municipality,GM0944,325.0
people_in_debt,2022,Mook en Middelaar,Municipality,GM0944,349.0
people_in_debt,2023,Mook en Middelaar,Municipality,GM0944,424.0
people_in_debt,2019,Neder-Betuwe,Municipality,GM1740,247.0
people_in_debt,2020,Neder-Betuwe,Municipality,GM1740,261.0
people_in_debt,2021,Neder-Betuwe,Municipality,GM1740,283.0
people_in_debt,2022,Neder-Betuwe,Municipality,GM1740,309.0
people_in_debt,2023,Neder-Betuwe,Municipality,GM1740,355.0
people_in_debt,2019,Nederweert,Municipality,GM0946,277.0
people_in_debt,2020,Nederweert,Municipality,GM0946,295.0
people_in_debt,2021,Nederweert,Municipality,GM0946,303.0
people_in_debt,2022,Nederweert,Municipality,GM0946,315.0
people_in_debt,2023,Nederweert,Municipality,GM0946,372.0
people_in_debt,2019,Nieuwegein,Municipality,GM0356,235.0
people_in_debt,2020,Nieuwegein,Municipality,GM0356,252.0
people_in_debt,2021,Nieuwegein,Municipality,GM0356,269.0
people_in_debt,2022,Nieuwegein,Municipality,GM0356,292.0
people_in_debt,2023,Nieuwegein,Municipality,GM0356,349.0
people_in_debt,2019,Nieuwkoop,Municipality,GM0569,302.0
people_in_debt,2020,Nieuwkoop,Municipality,GM0569,324.0
people_in_debt,2021,Nieuwkoop,Municipality,GM0569,344.0
people_in_debt,2022,Nieuwkoop,Municipality,GM0569,378.0
people_in_debt,2023,Nieuwkoop,Municipality,GM0569,447.0
people_in_debt,2019,Nijkerk,Municipality,GM0267,312.0
people_in_debt,2020,Nijkerk,Municipality,GM0267,333.0
people_in_debt,2021,Nijkerk,Municipality,GM0267,357.0
people_in_debt,2022,Nijkerk,Municipality,GM0267,387.0
people_in_debt,2023,Nijkerk,Municipality,GM0267,443.0
people_in_debt,2019,Nijmegen,Municipality,GM0268,234.0
people_in_debt,2020,Nijmegen,Municipality,GM0268,252.0
people_in_debt,2021,Nijmegen,Municipality,GM0268,273.0
people_in_debt,2022,Nijmegen,Municipality,GM0268,308.0
people_in_debt,2023,Nijmegen,Municipality,GM0268,362.0
people_in_debt,2019,Nissewaard,Municipality,GM1930,186.0
people_in_debt,2020,Nissewaard,Municipality,GM1930,204.0
people_in_debt,2021,Nissewaard,Municipality,GM1930,218.0
people_in_debt,2022,Nissewaard,Municipality,GM1930,242.0
people_in_debt,2023,Nissewaard,Municipality,GM1930,279.0
people_in_debt,2019,Noardeast-Fryslân,Municipality,GM1970,171.0
people_in_debt,2020,Noardeast-Fryslân,Municipality,GM1970,178.0
people_in_debt,2021,Noardeast-Fryslân,Municipality,GM1970,194.0
people_in_debt,2022,Noardeast-Fryslân,Municipality,GM1970,232.0
people_in_debt,2023,Noardeast-Fryslân,Municipality,GM1970,271.0
people_in_debt,2019,Noord-Beveland,Municipality,GM1695,221.0
people_in_debt,2020,Noord-Beveland,Municipality,GM1695,234.0
people_in_debt,2021,Noord-Beveland,Municipality,GM1695,246.0
people_in_debt,2022,Noord-Beveland,Municipality,GM1695,270.0
people_in_debt,2023,Noord-Beveland,Municipality,GM1695,302.0
people_in_debt,2019,Noordenveld,Municipality,GM1699,235.0
people_in_debt,2020,Noordenveld,Municipality,GM1699,254.0
people_in_debt,2021,Noordenveld,Municipality,GM1699,271.0
people_in_debt,2022,Noordenveld,Municipality,GM1699,300.0
people_in_debt,2023,Noordenveld,Municipality,GM1699,355.0
people_in_debt,2019,Noordoostpolder,Municipality,GM0171,214.0
people_in_debt,2020,Noordoostpolder,Municipality,GM0171,227.0
people_in_debt,2021,Noordoostpolder,Municipality,GM0171,239.0
people_in_debt,2022,Noordoostpolder,Municipality,GM0171,262.0
people_in_debt,2023,Noordoostpolder,Municipality,GM0171,310.0
people_in_debt,2019,Noordwijk,Municipality,GM0575,333.0
people_in_debt,2020,Noordwijk,Municipality,GM0575,361.0
people_in_debt,2021,Noordwijk,Municipality,GM0575,388.0
people_in_debt,2022,Noordwijk,Municipality,GM0575,431.0
people_in_debt,2023,Noordwijk,Municipality,GM0575,489.0
people_in_debt,2019,"Nuenen, Gerwen en Nederwetten",Municipality,GM0820,327.0
people_in_debt,2020,"Nuenen, Gerwen en Nederwetten",Municipality,GM0820,351.0
people_in_debt,2021,"Nuenen, Gerwen en Nederwetten",Municipality,GM0820,370.0
people_in_debt,2022,"Nuenen, Gerwen en Nederwetten",Municipality,GM0820,403.0
people_in_debt,2023,"Nuenen, Gerwen en Nederwetten",Municipality,GM0820,471.0
people_in_debt,2019,Nunspeet,Municipality,GM0302,284.0
people_in_debt,2020,Nunspeet,Municipality,GM0302,300.0
people_in_debt,2021,Nunspeet,Municipality,GM0302,320.0
people_in_debt,2022,Nunspeet,Municipality,GM0302,353.0
people_in_debt,2023,Nunspeet,Municipality,GM0302,396.0
people_in_debt,2019,Oegstgeest,Municipality,GM0579,398.0
people_in_debt,2020,Oegstgeest,Municipality,GM0579,434.0
people_in_debt,2021,Oegstgeest,Municipality,GM0579,464.0
people_in_debt,2022,Oegstgeest,Municipality,GM0579,502.0
people_in_debt,2023,Oegstgeest,Municipality,GM0579,563.0
people_in_debt,2019,Oirschot,Municipality,GM0823,326.0
people_in_debt,2020,Oirschot,Municipality,GM0823,344.0
people_in_debt,2021,Oirschot,Municipality,GM0823,373.0
people_in_debt,2022,Oirschot,Municipality,GM0823,416.0
people_in_debt,2023,Oirschot,Municipality,GM0823,466.0
people_in_debt,2019,Oisterwijk,Municipality,GM0824,333.0
people_in_debt,2020,Oisterwijk,Municipality,GM0824,354.0
people_in_debt,2021,Oisterwijk,Municipality,GM0824,374.0
people_in_debt,2022,Oisterwijk,Municipality,GM0824,413.0
people_in_debt,2023,Oisterwijk,Municipality,GM0824,479.0
people_in_debt,2019,Oldambt,Municipality,GM1895,151.0
people_in_debt,2020,Oldambt,Municipality,GM1895,164.0
people_in_debt,2021,Oldambt,Municipality,GM1895,182.0
people_in_debt,2022,Oldambt,Municipality,GM1895,207.0
people_in_debt,2023,Oldambt,Municipality,GM1895,254.0
people_in_debt,2019,Oldebroek,Municipality,GM0269,268.0
people_in_debt,2020,Oldebroek,Municipality,GM0269,286.0
people_in_debt,2021,Oldebroek,Municipality,GM0269,303.0
people_in_debt,2022,Oldebroek,Municipality,GM0269,325.0
people_in_debt,2023,Oldebroek,Municipality,GM0269,362.0
people_in_debt,2019,Oldenzaal,Municipality,GM0173,226.0
people_in_debt,2020,Oldenzaal,Municipality,GM0173,240.0
people_in_debt,2021,Oldenzaal,Municipality,GM0173,251.0
people_in_debt,2022,Oldenzaal,Municipality,GM0173,280.0
people_in_debt,2023,Oldenzaal,Municipality,GM0173,335.0
people_in_debt,2019,Olst-Wijhe,Municipality,GM1773,249.0
people_in_debt,2020,Olst-Wijhe,Municipality,GM1773,268.0
people_in_debt,2021,Olst-Wijhe,Municipality,GM1773,287.0
people_in_debt,2022,Olst-Wijhe,Municipality,GM1773,320.0
people_in_debt,2023,Olst-Wijhe,Municipality,GM1773,370.0
people_in_debt,2019,Ommen,Municipality,GM0175,256.0
people_in_debt,2020,Ommen,Municipality,GM0175,268.0
people_in_debt,2021,Ommen,Municipality,GM0175,284.0
people_in_debt,2022,Ommen,Municipality,GM0175,319.0
people_in_debt,2023,Ommen,Municipality,GM0175,389.0
people_in_debt,2019,Oost Gelre,Municipality,GM1586,218.0
people_in_debt,2020,Oost Gelre,Municipality,GM1586,230.0
people_in_debt,2021,Oost Gelre,Municipality,GM1586,246.0
people_in_debt,2022,Oost Gelre,Municipality,GM1586,261.0
people_in_debt,2023,Oost Gelre,Municipality,GM1586,289.0
people_in_debt,2019,Oosterhout,Municipality,GM0826,244.0
people_in_debt,2020,Oosterhout,Municipality,GM0826,262.0
people_in_debt,2021,Oosterhout,Municipality,GM0826,284.0
people_in_debt,2022,Oosterhout,Municipality,GM0826,306.0
people_in_debt,2023,Oosterhout,Municipality,GM0826,354.0
people_in_debt,2019,Ooststellingwerf,Municipality,GM0085,207.0
people_in_debt,2020,Ooststellingwerf,Municipality,GM0085,222.0
people_in_debt,2021,Ooststellingwerf,Municipality,GM0085,240.0
people_in_debt,2022,Ooststellingwerf,Municipality,GM0085,263.0
people_in_debt,2023,Ooststellingwerf,Municipality,GM0085,303.0
people_in_debt,2019,Oostzaan,Municipality,GM0431,320.0
people_in_debt,2020,Oostzaan,Municipality,GM0431,356.0
people_in_debt,2021,Oostzaan,Municipality,GM0431,386.0
people_in_debt,2022,Oostzaan,Municipality,GM0431,411.0
people_in_debt,2023,Oostzaan,Municipality,GM0431,475.0
people_in_debt,2019,Opmeer,Municipality,GM0432,255.0
people_in_debt,2020,Opmeer,Municipality,GM0432,271.0
people_in_debt,2021,Opmeer,Municipality,GM0432,291.0
people_in_debt,2022,Opmeer,Municipality,GM0432,321.0
people_in_debt,2023,Opmeer,Municipality,GM0432,370.0
people_in_debt,2019,Opsterland,Municipality,GM0086,224.0
people_in_debt,2020,Opsterland,Municipality,GM0086,240.0
people_in_debt,2021,Opsterland,Municipality,GM0086,261.0
people_in_debt,2022,Opsterland,Municipality,GM0086,287.0
people_in_debt,2023,Opsterland,Municipality,GM0086,332.0
people_in_debt,2019,Oss,Municipality,GM0828,237.0
people_in_debt,2020,Oss,Municipality,GM0828,256.0
people_in_debt,2021,Oss,Municipality,GM0828,262.0
people_in_debt,2022,Oss,Municipality,GM0828,296.0
people_in_debt,2023,Oss,Municipality,GM0828,345.0
people_in_debt,2019,Oude IJsselstreek,Municipality,GM1509,215.0
people_in_debt,2020,Oude IJsselstreek,Municipality,GM1509,224.0
people_in_debt,2021,Oude IJsselstreek,Municipality,GM1509,239.0
people_in_debt,2022,Oude IJsselstreek,Municipality,GM1509,271.0
people_in_debt,2023,Oude IJsselstreek,Municipality,GM1509,309.0
people_in_debt,2019,Ouder-Amstel,Municipality,GM0437,399.0
people_in_debt,2020,Ouder-Amstel,Municipality,GM0437,434.0
people_in_debt,2021,Ouder-Amstel,Municipality,GM0437,468.0
people_in_debt,2022,Ouder-Amstel,Municipality,GM0437,507.0
people_in_debt,2023,Ouder-Amstel,Municipality,GM0437,559.0
people_in_debt,2019,Oudewater,Municipality,GM0589,308.0
people_in_debt,2020,Oudewater,Municipality,GM0589,324.0
people_in_debt,2021,Oudewater,Municipality,GM0589,344.0
people_in_debt,2022,Oudewater,Municipality,GM0589,369.0
people_in_debt,2023,Oudewater,Municipality,GM0589,417.0
people_in_debt,2019,Overbetuwe,Municipality,GM1734,248.0
people_in_debt,2020,Overbetuwe,Municipality,GM1734,265.0
people_in_debt,2021,Overbetuwe,Municipality,GM1734,287.0
people_in_debt,2022,Overbetuwe,Municipality,GM1734,327.0
people_in_debt,2023,Overbetuwe,Municipality,GM1734,383.0
people_in_debt,2019,Papendrecht,Municipality,GM0590,218.0
people_in_debt,2020,Papendrecht,Municipality,GM0590,237.0
people_in_debt,2021,Papendrecht,Municipality,GM0590,258.0
people_in_debt,2022,Papendrecht,Municipality,GM0590,276.0
people_in_debt,2023,Papendrecht,Municipality,GM0590,332.0
people_in_debt,2019,Peel en Maas,Municipality,GM1894,251.0
people_in_debt,2020,Peel en Maas,Municipality,GM1894,266.0
people_in_debt,2021,Peel en Maas,Municipality,GM1894,284.0
people_in_debt,2022,Peel en Maas,Municipality,GM1894,299.0
people_in_debt,2023,Peel en Maas,Municipality,GM1894,357.0
people_in_debt,2019,Pekela,Municipality,GM0765,132.0
people_in_debt,2020,Pekela,Municipality,GM0765,139.0
people_in_debt,2021,Pekela,Municipality,GM0765,148.0
people_in_debt,2022,Pekela,Municipality,GM0765,167.0
people_in_debt,2023,Pekela,Municipality,GM0765,194.0
people_in_debt,2019,Pijnacker-Nootdorp,Municipality,GM1926,321.0
people_in_debt,2020,Pijnacker-Nootdorp,Municipality,GM1926,346.0
people_in_debt,2021,Pijnacker-Nootdorp,Municipality,GM1926,368.0
people_in_debt,2022,Pijnacker-Nootdorp,Municipality,GM1926,403.0
people_in_debt,2023,Pijnacker-Nootdorp,Municipality,GM1926,481.0
people_in_debt,2019,Purmerend,Municipality,GM0439,235.0
people_in_debt,2020,Purmerend,Municipality,GM0439,261.0
people_in_debt,2021,Purmerend,Municipality,GM0439,281.0
people_in_debt,2022,Purmerend,Municipality,GM0439,329.0
people_in_debt,2023,Purmerend,Municipality,GM0439,383.0
people_in_debt,2019,Putten,Municipality,GM0273,325.0
people_in_debt,2020,Putten,Municipality,GM0273,345.0
people_in_debt,2021,Putten,Municipality,GM0273,367.0
people_in_debt,2022,Putten,Municipality,GM0273,412.0
people_in_debt,2023,Putten,Municipality,GM0273,489.0
people_in_debt,2019,Raalte,Municipality,GM0177,253.0
people_in_debt,2020,Raalte,Municipality,GM0177,269.0
people_in_debt,2021,Raalte,Municipality,GM0177,288.0
people_in_debt,2022,Raalte,Municipality,GM0177,317.0
people_in_debt,2023,Raalte,Municipality,GM0177,369.0
people_in_debt,2019,Reimerswaal,Municipality,GM0703,203.0
people_in_debt,2020,Reimerswaal,Municipality,GM0703,211.0
people_in_debt,2021,Reimerswaal,Municipality,GM0703,222.0
people_in_debt,2022,Reimerswaal,Municipality,GM0703,235.0
people_in_debt,2023,Reimerswaal,Municipality,GM0703,272.0
people_in_debt,2019,Renkum,Municipality,GM0274,282.0
people_in_debt,2020,Renkum,Municipality,GM0274,299.0
people_in_debt,2021,Renkum,Municipality,GM0274,315.0
people_in_debt,2022,Renkum,Municipality,GM0274,338.0
people_in_debt,2023,Renkum,Municipality,GM0274,404.0
people_in_debt,2019,Renswoude,Municipality,GM0339,323.0
people_in_debt,2020,Renswoude,Municipality,GM0339,345.0
people_in_debt,2021,Renswoude,Municipality,GM0339,369.0
people_in_debt,2022,Renswoude,Municipality,GM0339,403.0
people_in_debt,2023,Renswoude,Municipality,GM0339,497.0
people_in_debt,2019,Reusel-De Mierden,Municipality,GM1667,291.0
people_in_debt,2020,Reusel-De Mierden,Municipality,GM1667,307.0
people_in_debt,2021,Reusel-De Mierden,Municipality,GM1667,325.0
people_in_debt,2022,Reusel-De Mierden,Municipality,GM1667,377.0
people_in_debt,2023,Reusel-De Mierden,Municipality,GM1667,417.0
people_in_debt,2019,Rheden,Municipality,GM0275,220.0
people_in_debt,2020,Rheden,Municipality,GM0275,236.0
people_in_debt,2021,Rheden,Municipality,GM0275,251.0
people_in_debt,2022,Rheden,Municipality,GM0275,280.0
people_in_debt,2023,Rheden,Municipality,GM0275,347.0
people_in_debt,2019,Rhenen,Municipality,GM0340,294.0
people_in_debt,2020,Rhenen,Municipality,GM0340,311.0
people_in_debt,2021,Rhenen,Municipality,GM0340,332.0
people_in_debt,2022,Rhenen,Municipality,GM0340,358.0
people_in_debt,2023,Rhenen,Municipality,GM0340,411.0
people_in_debt,2019,Ridderkerk,Municipality,GM0597,213.0
people_in_debt,2020,Ridderkerk,Municipality,GM0597,235.0
people_in_debt,2021,Ridderkerk,Municipality,GM0597,257.0
people_in_debt,2022,Ridderkerk,Municipality,GM0597,286.0
people_in_debt,2023,Ridderkerk,Municipality,GM0597,330.0
people_in_debt,2019,Rijssen-Holten,Municipality,GM1742,243.0
people_in_debt,2020,Rijssen-Holten,Municipality,GM1742,257.0
people_in_debt,2021,Rijssen-Holten,Municipality,GM1742,275.0
people_in_debt,2022,Rijssen-Holten,Municipality,GM1742,314.0
people_in_debt,2023,Rijssen-Holten,Municipality,GM1742,353.0
people_in_debt,2019,Rijswijk (ZH.),Municipality,GM0603,224.0
people_in_debt,2020,Rijswijk (ZH.),Municipality,GM0603,253.0
people_in_debt,2021,Rijswijk (ZH.),Municipality,GM0603,271.0
people_in_debt,2022,Rijswijk (ZH.),Municipality,GM0603,302.0
people_in_debt,2023,Rijswijk (ZH.),Municipality,GM0603,347.0
people_in_debt,2019,Roerdalen,Municipality,GM1669,223.0
people_in_debt,2020,Roerdalen,Municipality,GM1669,232.0
people_in_debt,2021,Roerdalen,Municipality,GM1669,245.0
people_in_debt,2022,Roerdalen,Municipality,GM1669,261.0
people_in_debt,2023,Roerdalen,Municipality,GM1669,308.0
people_in_debt,2019,Roermond,Municipality,GM0957,200.0
people_in_debt,2020,Roermond,Municipality,GM0957,215.0
people_in_debt,2021,Roermond,Municipality,GM0957,228.0
people_in_debt,2022,Roermond,Municipality,GM0957,244.0
people_in_debt,2023,Roermond,Municipality,GM0957,290.0
people_in_debt,2019,De Ronde Venen,Municipality,GM0736,348.0
people_in_debt,2020,De Ronde Venen,Municipality,GM0736,378.0
people_in_debt,2021,De Ronde Venen,Municipality,GM0736,399.0
people_in_debt,2022,De Ronde Venen,Municipality,GM0736,440.0
people_in_debt,2023,De Ronde Venen,Municipality,GM0736,517.0
people_in_debt,2019,Roosendaal,Municipality,GM1674,217.0
people_in_debt,2020,Roosendaal,Municipality,GM1674,228.0
people_in_debt,2021,Roosendaal,Municipality,GM1674,241.0
people_in_debt,2022,Roosendaal,Municipality,GM1674,259.0
people_in_debt,2023,Roosendaal,Municipality,GM1674,292.0
people_in_debt,2019,Rotterdam,Municipality,GM0599,191.0
people_in_debt,2020,Rotterdam,Municipality,GM0599,221.0
people_in_debt,2021,Rotterdam,Municipality,GM0599,245.0
people_in_debt,2022,Rotterdam,Municipality,GM0599,275.0
people_in_debt,2023,Rotterdam,Municipality,GM0599,320.0
people_in_debt,2019,Rozendaal,Municipality,GM0277,490.0
people_in_debt,2020,Rozendaal,Municipality,GM0277,533.0
people_in_debt,2021,Rozendaal,Municipality,GM0277,566.0
