ID,Leeftijd,Perioden,KinderenMetKansOpArmoede_2,KinderenMetKansOpArmoedeRelatief_3,Key,Title,Description
6170,53991,2021JJ00,,,GM0611,Cromstrijen,"Opgeheven per 01-01-2019
Ontstaan per 01-01-1984"
6181,53991,2021JJ00,0.1,7.8,GM1684,Cuijk,"Opgeheven per 01-01-2022
Ontstaan per 01-01-1994"
6192,53991,2021JJ00,0.1,6.5,GM0216,Culemborg,Begindatum voor 1830
6203,53991,2021JJ00,0.1,3.4,GM0148,Dalfsen,"Gemeentelijke herindeling per 01-01-2001
Begindatum voor 1830"
6214,53991,2021JJ00,0.1,7.7,GM1891,Dantumadiel,Naamswijziging per 01-01-2009
6225,53991,2021JJ00,0.7,14.1,GM0503,Delft,Begindatum voor 1830
6236,53991,2021JJ00,,,GM0010,Delfzijl,"Opgeheven per 01-01-2021
Begindatum voor 1830"
6247,53991,2021JJ00,0.1,4.3,GM0762,Deurne,Naamswijziging per 01-01-1926
6258,53991,2021JJ00,0.6,11.1,GM0150,Deventer,"Gemeentelijke herindeling per 01-01-2005
Gemeentelijke herindeling per 01-01-1999
Begindatum voor 1830"
6269,53991,2021JJ00,0.2,8.9,GM0384,Diemen,Begindatum voor 1830
6280,53991,2021JJ00,,,GM1980,Dijk en Waard,Ontstaan per 01-01-2022
6291,53991,2021JJ00,0.1,3.7,GM1774,Dinkelland,Naamswijziging per 01-06-2002
6302,53991,2021JJ00,,,GM0504,Dirksland,"Opgeheven per 01-01-2013
Begindatum voor 1830"
6313,53991,2021JJ00,0.1,15.0,GM0221,Doesburg,Begindatum voor 1830
6324,53991,2021JJ00,0.3,9.4,GM0222,Doetinchem,"Gemeentelijke herindeling per 01-01-2005
Begindatum 01-01-1920"
6335,53991,2021JJ00,0.1,6.3,GM0766,Dongen,"Gemeentelijke herindeling per 01-01-1997
Begindatum voor 1830"
6346,53991,2021JJ00,,,GM0058,Dongeradeel,"Opgeheven per 01-01-2019
Ontstaan per 01-01-1984"
6357,53991,2021JJ00,0.8,11.9,GM0505,Dordrecht,Begindatum voor 1830
6368,53991,2021JJ00,0.1,7.3,GM0498,Drechterland,"Gemeentelijke herindeling per 01-01-2006
Naamswijziging per 01-01-1980"
6379,53991,2021JJ00,0.1,4.6,GM1719,Drimmelen,Naamswijziging per 25-04-1998
6390,53991,2021JJ00,0.2,7.5,GM0303,Dronten,Ontstaan per 01-01-1972
6401,53991,2021JJ00,0.1,5.4,GM0225,Druten,Begindatum voor 1830
6412,53991,2021JJ00,0.1,5.9,GM0226,Duiven,Begindatum voor 1830
6423,53991,2021JJ00,0.1,9.5,GM1711,Echt-Susteren,Ontstaan per 01-01-2003
6434,53991,2021JJ00,0.1,5.1,GM0385,Edam-Volendam,"Gemeentelijke herindeling per 01-01-2016
Naamswijziging per 01-01-1975"
6445,53991,2021JJ00,0.4,4.9,GM0228,Ede,Begindatum voor 1830
6456,53991,2021JJ00,0.0,5.9,GM0317,Eemnes,Begindatum voor 1830
6467,53991,2021JJ00,0.4,17.8,GM1979,Eemsdelta,Ontstaan per 01-01-2021
6478,53991,2021JJ00,,,GM1651,Eemsmond,"Opgeheven per 01-01-2019
Naamswijziging per 01-01-1992"
6489,53991,2021JJ00,0.0,4.4,GM0770,Eersel,"Gemeentelijke herindeling per 01-01-1997
Begindatum voor 1830"
6500,53991,2021JJ00,0.0,3.0,GM1903,Eijsden-Margraten,Ontstaan per 01-01-2011
6511,53991,2021JJ00,1.4,11.6,GM0772,Eindhoven,Begindatum voor 1830
6522,53991,2021JJ00,0.1,6.7,GM0230,Elburg,Begindatum voor 1830
6533,53991,2021JJ00,0.6,11.9,GM0114,Emmen,"Gemeentelijke herindeling per 01-01-1998
Begindatum voor 1830"
6544,53991,2021JJ00,0.1,6.5,GM0388,Enkhuizen,Begindatum voor 1830
6555,53991,2021JJ00,1.3,15.5,GM0153,Enschede,Begindatum voor 1830
6566,53991,2021JJ00,0.1,6.4,GM0232,Epe,Begindatum voor 1830
6577,53991,2021JJ00,0.1,6.4,GM0233,Ermelo,Begindatum voor 1830
6588,53991,2021JJ00,0.2,7.6,GM0777,Etten-Leur,Naamswijziging per 01-01-1968
6599,53991,2021JJ00,,,GM1722,Ferwerderadiel,"Opgeheven per 01-01-2019
Naamswijziging per 01-01-1999"
6610,53991,2021JJ00,,,GM0070,Franekeradeel,"Opgeheven per 01-01-2018
Begindatum voor 1830"
6621,53991,2021JJ00,,,GM1921,De Friese Meren,"Naamswijziging per 01-07-2015
Ontstaan per 01-01-2014"
6632,53991,2021JJ00,0.2,5.9,GM1940,De Fryske Marren,Naamswijziging per 01-07-2015
6643,53991,2021JJ00,,,GM0653,Gaasterlân-Sleat,"Opgeheven per 01-01-2014
Naamswijziging per 05-06-1985"
6654,53991,2021JJ00,0.1,11.4,GM0779,Geertruidenberg,"Gemeentelijke herindeling per 01-01-1997
Begindatum voor 1830"
6665,53991,2021JJ00,,,GM0236,Geldermalsen,"Opgeheven per 01-01-2019
Begindatum voor 1830"
6676,53991,2021JJ00,0.2,7.2,GM1771,Geldrop-Mierlo,Ontstaan per 01-01-2004
6687,53991,2021JJ00,0.1,6.3,GM1652,Gemert-Bakel,Ontstaan per 01-01-1997
6698,53991,2021JJ00,0.1,7.5,GM0907,Gennep,Begindatum 02-01-1839
6709,53991,2021JJ00,,,GM0689,Giessenlanden,"Opgeheven per 01-01-2019
Ontstaan per 01-01-1986"
6720,53991,2021JJ00,0.1,6.7,GM0784,Gilze en Rijen,Begindatum voor 1830
6731,53991,2021JJ00,,,GM0511,Goedereede,"Opgeheven per 01-01-2013
Begindatum voor 1830"
6742,53991,2021JJ00,0.2,5.8,GM1924,Goeree-Overflakkee,Ontstaan per 01-01-2013
6753,53991,2021JJ00,0.2,8.9,GM0664,Goes,Begindatum voor 1830
6764,53991,2021JJ00,0.1,4.5,GM0785,Goirle,Begindatum voor 1830
6775,53991,2021JJ00,0.2,5.0,GM1942,Gooise Meren,Ontstaan per 01-01-2016
6786,53991,2021JJ00,0.2,9.6,GM0512,Gorinchem,Begindatum voor 1830
6797,53991,2021JJ00,0.4,8.7,GM0513,Gouda,Begindatum voor 1830
6808,53991,2021JJ00,,,GM0693,Graafstroom,"Opgeheven per 01-01-2013
Ontstaan per 01-01-1986"
6819,53991,2021JJ00,,,GM0365,Graft-De Rijp,"Opgeheven per 01-01-2015
Ontstaan per 01-08-1970"
6830,53991,2021JJ00,0.0,8.1,GM0786,Grave,"Opgeheven per 01-01-2022
Begindatum voor 1830"
6841,53991,2021JJ00,5.7,17.2,GM0518,'s-Gravenhage (gemeente),Begindatum voor 1830
6852,53991,2021JJ00,,,GM0241,Groesbeek,"Naamswijziging per 01-01-2016
Gemeentelijke herindeling per 01-01-2015
Begindatum voor 1830"
6863,53991,2021JJ00,1.4,13.2,GM0014,Groningen (gemeente),"Gemeentelijke herindeling per 01-01-2019
Begindatum voor 1830"
6874,53991,2021JJ00,,,GM0015,Grootegast,"Opgeheven per 01-01-2019
Begindatum voor 1830"
6885,53991,2021JJ00,0.0,5.6,GM1729,Gulpen-Wittem,Ontstaan per 01-01-1999
6896,53991,2021JJ00,0.1,5.6,GM0158,Haaksbergen,Begindatum voor 1830
6907,53991,2021JJ00,,,GM0788,Haaren,"Opgeheven per 01-01-2021
Gemeentelijke herindeling per 01-01-1996
Begindatum voor 1830"
6918,53991,2021JJ00,0.9,8.4,GM0392,Haarlem,Begindatum voor 1830
6929,53991,2021JJ00,,,GM0393,Haarlemmerliede en Spaarnwoude,"Opgeheven per 01-01-2019
Begindatum 13-06-1857"
6940,53991,2021JJ00,0.6,7.1,GM0394,Haarlemmermeer,"Gemeentelijke herindeling per 01-01-2019
Begindatum 16-11-1855"
6951,53991,2021JJ00,0.2,9.9,GM1655,Halderberge,Ontstaan per 01-01-1997
6962,53991,2021JJ00,0.2,5.1,GM0160,Hardenberg,"Gemeentelijke herindeling per 01-01-2001
Ontstaan per 01-05-1941"
6973,53991,2021JJ00,0.2,6.9,GM0243,Harderwijk,Begindatum voor 1830
6984,53991,2021JJ00,0.1,4.4,GM0523,Hardinxveld-Giessendam,Ontstaan per 01-01-1957
6995,53991,2021JJ00,,,GM0017,Haren,"Opgeheven per 01-01-2019
Begindatum voor 1830"
7006,53991,2021JJ00,,,GM0395,Harenkarspel,"Opgeheven per 01-01-2013
Begindatum voor 1830"
7017,53991,2021JJ00,0.1,14.2,GM0072,Harlingen,Begindatum voor 1830
7028,53991,2021JJ00,0.0,2.9,GM0244,Hattem,Begindatum voor 1830
7039,53991,2021JJ00,0.2,10.8,GM0396,Heemskerk,Begindatum voor 1830
7050,53991,2021JJ00,0.1,3.1,GM0397,Heemstede,Begindatum voor 1830
7061,53991,2021JJ00,0.1,6.6,GM0246,Heerde,Begindatum voor 1830
7072,53991,2021JJ00,0.2,9.1,GM0074,Heerenveen,"Gemeentelijke herindeling per 01-01-2014
Begindatum 01-07-1934"
7083,53991,2021JJ00,0.2,6.4,GM0398,Heerhugowaard,"Opgeheven per 01-01-2022
Begindatum voor 1830"
7094,53991,2021JJ00,0.9,23.6,GM0917,Heerlen,Begindatum 02-01-1839
7105,53991,2021JJ00,0.0,4.7,GM1658,Heeze-Leende,Ontstaan per 01-01-1997
7116,53991,2021JJ00,0.1,4.4,GM0399,Heiloo,Begindatum voor 1830
7127,53991,2021JJ00,0.4,13.9,GM0400,Den Helder,Begindatum voor 1830
7138,53991,2021JJ00,0.1,4.7,GM0163,Hellendoorn,Begindatum voor 1830
7149,53991,2021JJ00,0.2,10.1,GM0530,Hellevoetsluis,"Opgeheven per 01-01-2023
Begindatum voor 1830"
7160,53991,2021JJ00,0.6,12.0,GM0794,Helmond,Begindatum voor 1830
7171,53991,2021JJ00,0.1,3.6,GM0531,Hendrik-Ido-Ambacht,Begindatum voor 1830
7182,53991,2021JJ00,0.4,9.4,GM0164,Hengelo (O.),Begindatum voor 1830
7193,53991,2021JJ00,0.7,8.4,GM0796,'s-Hertogenbosch,"Gemeentelijke herindeling per 01-01-2015
Gemeentelijke herindeling per 01-01-1996
Begindatum voor 1830"
7204,53991,2021JJ00,0.1,6.5,GM0252,Heumen,Begindatum voor 1830
7215,53991,2021JJ00,0.1,5.0,GM0797,Heusden,"Gemeentelijke herindeling per 01-01-1997
Begindatum voor 1830"
7226,53991,2021JJ00,0.1,5.5,GM0534,Hillegom,Begindatum voor 1830
7237,53991,2021JJ00,0.0,3.6,GM0798,Hilvarenbeek,"Gemeentelijke herindeling per 01-01-1997
Begindatum voor 1830"
7248,53991,2021JJ00,0.5,9.4,GM0402,Hilversum,Begindatum voor 1830
7259,53991,2021JJ00,0.2,4.5,GM1963,Hoeksche Waard,Ontstaan per 01-01-2019
7270,53991,2021JJ00,0.1,5.5,GM1735,Hof van Twente,Ontstaan per 01-01-2001
7281,53991,2021JJ00,0.2,8.1,GM1966,Het Hogeland,Ontstaan per 01-01-2019
7292,53991,2021JJ00,0.2,8.1,GM1911,Hollands Kroon,Ontstaan per 01-01-2012
7303,53991,2021JJ00,0.3,9.9,GM0118,Hoogeveen,Begindatum voor 1830
7314,53991,2021JJ00,,,GM0018,Hoogezand-Sappemeer,"Opgeheven per 01-01-2018
Ontstaan per 01-04-1949"
7325,53991,2021JJ00,0.4,9.5,GM0405,Hoorn,Begindatum voor 1830
7336,53991,2021JJ00,0.1,4.2,GM1507,Horst aan de Maas,"Gemeentelijke herindeling per 01-01-2010
Ontstaan per 01-01-2001"
7347,53991,2021JJ00,0.1,4.5,GM0321,Houten,Begindatum voor 1830
7358,53991,2021JJ00,0.2,7.9,GM0406,Huizen,Begindatum voor 1830
7369,53991,2021JJ00,0.1,7.5,GM0677,Hulst,"Gemeentelijke herindeling per 01-01-2003
Begindatum voor 1830"
7380,53991,2021JJ00,0.1,6.3,GM0353,IJsselstein,Begindatum voor 1830
7391,53991,2021JJ00,0.1,6.2,GM1884,Kaag en Braassem,Ontstaan per 01-01-2009
7402,53991,2021JJ00,0.2,5.7,GM0166,Kampen,"Gemeentelijke herindeling per 01-01-2001
Begindatum voor 1830"
7413,53991,2021JJ00,0.0,4.1,GM0678,Kapelle,Begindatum voor 1830
7424,53991,2021JJ00,0.2,4.9,GM0537,Katwijk,"Gemeentelijke herindeling per 01-01-2006
Begindatum voor 1830"
7435,53991,2021JJ00,0.4,18.7,GM0928,Kerkrade,Begindatum 02-01-1839
7446,53991,2021JJ00,0.1,4.0,GM1598,Koggenland,Ontstaan per 01-01-2007
7457,53991,2021JJ00,,,GM0079,Kollumerland en Nieuwkruisland,"Opgeheven per 01-01-2019
Begindatum voor 1830"
7468,53991,2021JJ00,,,GM0588,Korendijk,"Opgeheven per 01-01-2019
Ontstaan per 01-01-1984"
7479,53991,2021JJ00,0.1,6.8,GM0542,Krimpen aan den IJssel,Begindatum voor 1830
7490,53991,2021JJ00,0.2,5.7,GM1931,Krimpenerwaard,Ontstaan per 01-01-2015
7501,53991,2021JJ00,0.1,4.5,GM1659,Laarbeek,Ontstaan per 01-01-1997
7512,53991,2021JJ00,,,GM1982,Land van Cuijk,Ontstaan per 01-01-2022
7523,53991,2021JJ00,0.0,5.0,GM1685,Landerd,"Opgeheven per 01-01-2022
Ontstaan per 01-01-1994"
7534,53991,2021JJ00,0.2,12.3,GM0882,Landgraaf,Ontstaan per 01-01-1982
7545,53991,2021JJ00,0.0,6.4,GM0415,Landsmeer,"Gemeentelijke herindeling per 01-01-1991
Begindatum voor 1830"
7556,53991,2021JJ00,0.1,6.5,GM0416,Langedijk,"Opgeheven per 01-01-2022
Ontstaan per 01-08-1941"
7567,53991,2021JJ00,0.2,4.8,GM1621,Lansingerland,Ontstaan per 01-01-2007
7578,53991,2021JJ00,0.0,5.0,GM0417,Laren (NH.),Begindatum voor 1830
7589,53991,2021JJ00,,,GM0022,Leek,"Opgeheven per 01-01-2019
Begindatum voor 1830"
7600,53991,2021JJ00,,,GM0545,Leerdam,"Opgeheven per 01-01-2019
Provinciale wijziging per 01-01-2019
Begindatum voor 1830"
7611,53991,2021JJ00,0.9,13.7,GM0080,Leeuwarden,"Gemeentelijke herindeling per 01-01-2018
Gemeentelijke herindeling per 01-01-2014
Begindatum voor 1830"
7622,53991,2021JJ00,,,GM0081,Leeuwarderadeel,"Opgeheven per 01-01-2018
Begindatum voor 1830"
7633,53991,2021JJ00,0.6,10.7,GM0546,Leiden,Begindatum voor 1830
7644,53991,2021JJ00,0.1,5.0,GM0547,Leiderdorp,Begindatum voor 1830
7655,53991,2021JJ00,0.5,10.2,GM1916,Leidschendam-Voorburg,Ontstaan per 01-01-2002
7666,53991,2021JJ00,0.6,13.0,GM0995,Lelystad,Ontstaan per 01-01-1980
7677,53991,2021JJ00,,,GM0082,Lemsterland,"Opgeheven per 01-01-2014
Begindatum voor 1830"
7688,53991,2021JJ00,0.1,5.0,GM1640,Leudal,Ontstaan per 01-01-2007
7699,53991,2021JJ00,0.1,4.0,GM0327,Leusden,Begindatum voor 1830
7710,53991,2021JJ00,,,GM0694,Liesveld,"Opgeheven per 01-01-2013
Ontstaan per 01-01-1986"
7721,53991,2021JJ00,,,GM0733,Lingewaal,"Opgeheven per 01-01-2019
Naamswijziging per 03-01-1987"
7732,53991,2021JJ00,0.1,4.2,GM1705,Lingewaard,Naamswijziging per 01-01-2003
7743,53991,2021JJ00,0.1,5.1,GM0553,Lisse,Begindatum voor 1830
7754,53991,2021JJ00,,,GM0140,Littenseradiel,"Opgeheven per 01-01-2018
Naamswijziging per 26-01-1985"
7765,53991,2021JJ00,0.1,5.8,GM0262,Lochem,"Gemeentelijke herindeling per 01-01-2005
Begindatum voor 1830"
7776,53991,2021JJ00,0.1,6.3,GM0809,Loon op Zand,Begindatum voor 1830
7787,53991,2021JJ00,0.1,7.3,GM0331,Lopik,Begindatum voor 1830
7798,53991,2021JJ00,,,GM0024,Loppersum,"Opgeheven per 01-01-2021
Begindatum voor 1830"
7809,53991,2021JJ00,0.1,8.8,GM0168,Losser,Begindatum voor 1830
7820,53991,2021JJ00,,,GM1671,Maasdonk,"Opgeheven per 01-01-2015
Ontstaan per 01-01-1993"
7831,53991,2021JJ00,0.1,6.2,GM0263,Maasdriel,"Gemeentelijke herindeling per 01-01-1999
Naamswijziging per 01-08-1944"
7842,53991,2021JJ00,0.0,4.4,GM1641,Maasgouw,Ontstaan per 01-01-2007
7853,53991,2021JJ00,,,GM1991,Maashorst,Ontstaan per 01-01-2022
7864,53991,2021JJ00,0.3,12.3,GM0556,Maassluis,Begindatum voor 1830
7875,53991,2021JJ00,0.8,16.8,GM0935,Maastricht,Begindatum voor 1830
7886,53991,2021JJ00,,,GM1663,De Marne,"Opgeheven per 01-01-2019
Naamswijziging per 01-01-1992"
7897,53991,2021JJ00,,,GM0025,Marum,"Opgeheven per 01-01-2019
Begindatum voor 1830"
7908,53991,2021JJ00,0.2,7.2,GM0420,Medemblik,"Gemeentelijke herindeling per 01-01-2011
Gemeentelijke herindeling per 01-01-2007
Begindatum voor 1830"
7919,53991,2021JJ00,0.0,4.7,GM0938,Meerssen,Begindatum 02-01-1839
7930,53991,2021JJ00,0.3,5.5,GM1948,Meierijstad,Ontstaan per 01-01-2017
7941,53991,2021JJ00,,,GM1908,Menameradiel,"Opgeheven per 01-01-2018
Naamswijziging per 01-01-2011"
7952,53991,2021JJ00,,,GM1987,Menterwolde,"Opgeheven per 01-01-2018
Naamswijziging per 01-02-1991"
7963,53991,2021JJ00,0.2,8.5,GM0119,Meppel,"Gemeentelijke herindeling per 01-01-1998
Begindatum voor 1830"
7974,53991,2021JJ00,0.3,11.4,GM0687,Middelburg (Z.),"Gemeentelijke herindeling per 01-01-1997
Begindatum voor 1830"
7985,53991,2021JJ00,,,GM0559,Middelharnis,"Opgeheven per 01-01-2013
Begindatum voor 1830"
7996,53991,2021JJ00,0.1,4.9,GM1842,Midden-Delfland,Ontstaan per 01-01-2004
8007,53991,2021JJ00,0.1,6.0,GM1731,Midden-Drenthe,Naamswijziging per 01-01-2000
8018,53991,2021JJ00,0.4,13.6,GM1952,Midden-Groningen,Ontstaan per 01-01-2018
8029,53991,2021JJ00,0.0,5.4,GM0815,Mill en Sint Hubert,"Opgeheven per 01-01-2022
Begindatum voor 1830"
8040,53991,2021JJ00,,,GM0265,Millingen aan de Rijn,"Opgeheven per 01-01-2015
Naamswijziging per 01-01-1954"
8051,53991,2021JJ00,0.1,7.1,GM1709,Moerdijk,Naamswijziging per 04-04-1998
8062,53991,2021JJ00,0.1,4.2,GM1978,Molenlanden,Ontstaan per 01-01-2019
8073,53991,2021JJ00,,,GM1927,Molenwaard,"Opgeheven per 01-01-2019
Ontstaan per 01-01-2013"
8084,53991,2021JJ00,0.2,8.8,GM1955,Montferland,Ontstaan per 01-01-2005
8095,53991,2021JJ00,0.0,5.3,GM0335,Montfoort,Begindatum voor 1830
8106,53991,2021JJ00,0.0,5.6,GM0944,Mook en Middelaar,Begindatum 02-01-1839
8117,53991,2021JJ00,,,GM0424,Muiden,"Opgeheven per 01-01-2016
Begindatum voor 1830"
8128,53991,2021JJ00,,,GM0425,Naarden,"Opgeheven per 01-01-2016
Begindatum voor 1830"
8139,53991,2021JJ00,0.1,4.6,GM1740,Neder-Betuwe,Naamswijziging per 01-04-2003
8150,53991,2021JJ00,,,GM0643,Nederlek,"Opgeheven per 01-01-2015
Ontstaan per 01-01-1985"
8161,53991,2021JJ00,0.0,3.3,GM0946,Nederweert,Begindatum 02-01-1839
8172,53991,2021JJ00,,,GM0304,Neerijnen,"Opgeheven per 01-01-2019
Ontstaan per 01-01-1978"
8183,53991,2021JJ00,,,GM0412,Niedorp,"Opgeheven per 01-01-2012
Ontstaan per 01-08-1970"
8194,53991,2021JJ00,0.4,9.2,GM0356,Nieuwegein,Ontstaan per 01-07-1971
8205,53991,2021JJ00,0.1,4.4,GM0569,Nieuwkoop,"Gemeentelijke herindeling per 01-01-2007
Begindatum voor 1830"
8216,53991,2021JJ00,,,GM0571,Nieuw-Lekkerland,"Opgeheven per 01-01-2013
Begindatum voor 1830"
8227,53991,2021JJ00,0.1,4.4,GM0267,Nijkerk,"Gemeentelijke herindeling per 01-01-2000
Begindatum voor 1830"
8238,53991,2021JJ00,1.2,12.2,GM0268,Nijmegen,Begindatum voor 1830
8249,53991,2021JJ00,0.6,12.2,GM1930,Nissewaard,Ontstaan per 01-01-2015
8260,53991,2021JJ00,0.2,7.9,GM1970,Noardeast-Fryslân,Ontstaan per 01-01-2019
8271,53991,2021JJ00,0.0,11.2,GM1695,Noord-Beveland,Ontstaan per 01-01-1995
8282,53991,2021JJ00,0.1,6.7,GM1699,Noordenveld,Ontstaan per 01-01-1998
8293,53991,2021JJ00,0.3,8.2,GM0171,Noordoostpolder,"Provinciale wijziging per 01-01-1986
Naamswijziging per 01-07-1962"
8304,53991,2021JJ00,0.1,5.6,GM0575,Noordwijk,"Gemeentelijke herindeling per 01-01-2019
Begindatum voor 1830"
8315,53991,2021JJ00,,,GM0576,Noordwijkerhout,"Opgeheven per 01-01-2019
Begindatum voor 1830"
8326,53991,2021JJ00,0.1,5.3,GM0820,"Nuenen, Gerwen en Nederwetten",Begindatum voor 1830
8337,53991,2021JJ00,0.1,4.5,GM0302,Nunspeet,Ontstaan per 01-01-1972
8348,53991,2021JJ00,,,GM0951,Nuth,"Opgeheven per 01-01-2019
Begindatum 02-01-1839"
8359,53991,2021JJ00,0.1,4.1,GM0579,Oegstgeest,Begindatum voor 1830
8370,53991,2021JJ00,0.1,5.8,GM0823,Oirschot,"Gemeentelijke herindeling per 01-01-1997
Begindatum voor 1830"
8381,53991,2021JJ00,0.1,4.3,GM0824,Oisterwijk,"Gemeentelijke herindeling per 01-01-2021
Gemeentelijke herindeling per 01-01-1997
Begindatum voor 1830"
8392,53991,2021JJ00,0.3,15.2,GM1895,Oldambt,Ontstaan per 01-01-2010
8403,53991,2021JJ00,0.1,4.9,GM0269,Oldebroek,Begindatum voor 1830
8414,53991,2021JJ00,0.1,7.1,GM0173,Oldenzaal,Begindatum voor 1830
8425,53991,2021JJ00,0.1,6.9,GM1773,Olst-Wijhe,Naamswijziging per 26-03-2002
8436,53991,2021JJ00,0.1,6.3,GM0175,Ommen,Begindatum 01-05-1923
8447,53991,2021JJ00,,,GM0881,Onderbanken,"Opgeheven per 01-01-2019
Ontstaan per 01-01-1982"
8458,53991,2021JJ00,0.1,4.6,GM1586,Oost Gelre,Naamswijziging per 19-05-2006
8469,53991,2021JJ00,0.3,8.9,GM0826,Oosterhout,Begindatum voor 1830
8480,53991,2021JJ00,,,GM0580,Oostflakkee,"Opgeheven per 01-01-2013
Ontstaan per 01-01-1966"
8491,53991,2021JJ00,0.1,9.2,GM0085,Ooststellingwerf,Begindatum voor 1830
8502,53991,2021JJ00,0.0,6.5,GM0431,Oostzaan,Begindatum voor 1830
8513,53991,2021JJ00,0.0,5.2,GM0432,Opmeer,Begindatum voor 1830
8524,53991,2021JJ00,0.1,6.1,GM0086,Opsterland,Begindatum voor 1830
8535,53991,2021JJ00,0.4,8.6,GM0828,Oss,"Gemeentelijke herindeling per 01-01-2015
Gemeentelijke herindeling per 01-01-2011
Gemeentelijke herindeling per 01-01-2003
Gemeentelijke herindeling per 01-01-1994
Begindatum voor 1830"
8546,53991,2021JJ00,,,GM0584,Oud-Beijerland,"Opgeheven per 01-01-2019
Begindatum voor 1830"
8557,53991,2021JJ00,0.2,8.8,GM1509,Oude IJsselstreek,Ontstaan per 01-01-2005
8568,53991,2021JJ00,0.1,7.8,GM0437,Ouder-Amstel,Begindatum voor 1830
8579,53991,2021JJ00,,,GM0644,Ouderkerk,"Opgeheven per 01-01-2015
Ontstaan per 01-01-1985"
8590,53991,2021JJ00,0.0,4.8,GM0589,Oudewater,"Provinciale wijziging per 01-09-1970
Begindatum voor 1830"
8601,53991,2021JJ00,0.1,4.8,GM1734,Overbetuwe,Ontstaan per 01-01-2001
8612,53991,2021JJ00,0.2,9.6,GM0590,Papendrecht,Begindatum voor 1830
8623,53991,2021JJ00,0.1,5.4,GM1894,Peel en Maas,Ontstaan per 01-01-2010
8634,53991,2021JJ00,0.1,15.2,GM0765,Pekela,Ontstaan per 01-01-1990
8645,53991,2021JJ00,0.2,4.5,GM1926,Pijnacker-Nootdorp,Ontstaan per 01-01-2002
8656,53991,2021JJ00,0.4,9.3,GM0439,Purmerend,"Gemeentelijke herindeling per 01-01-2022
Begindatum voor 1830"
8667,53991,2021JJ00,0.1,5.2,GM0273,Putten,Begindatum voor 1830
8678,53991,2021JJ00,0.1,4.5,GM0177,Raalte,"Gemeentelijke herindeling per 01-01-2001
Begindatum voor 1830"
8689,53991,2021JJ00,0.1,5.1,GM0703,Reimerswaal,Ontstaan per 01-01-1970
8700,53991,2021JJ00,0.1,9.8,GM0274,Renkum,Begindatum voor 1830
8711,53991,2021JJ00,0.0,3.4,GM0339,Renswoude,Begindatum voor 1830
8722,53991,2021JJ00,0.0,4.3,GM1667,Reusel-De Mierden,Ontstaan per 01-01-1997
8733,53991,2021JJ00,0.2,11.8,GM0275,Rheden,Begindatum voor 1830
8744,53991,2021JJ00,0.1,5.5,GM0340,Rhenen,Begindatum voor 1830
8755,53991,2021JJ00,0.3,11.2,GM0597,Ridderkerk,Begindatum voor 1830
8766,53991,2021JJ00,,,GM0196,Rijnwaarden,"Opgeheven per 01-01-2018
Ontstaan per 01-01-1985"
8777,53991,2021JJ00,,,GM1672,Rijnwoude,"Opgeheven per 01-01-2014
Naamswijziging per 01-01-1993"
8788,53991,2021JJ00,0.1,4.1,GM1742,Rijssen-Holten,Naamswijziging per 15-03-2003
8799,53991,2021JJ00,0.5,12.4,GM0603,Rijswijk (ZH.),Begindatum voor 1830
8810,53991,2021JJ00,0.1,8.4,GM1669,Roerdalen,"Gemeentelijke herindeling per 01-01-2007
Naamswijziging per 01-01-1993"
8821,53991,2021JJ00,0.4,12.1,GM0957,Roermond,"Gemeentelijke herindeling per 01-01-2007
Gemeentelijke herindeling per 01-01-1991
Begindatum 02-01-1839"
8832,53991,2021JJ00,0.2,6.3,GM0736,De Ronde Venen,"Gemeentelijke herindeling per 01-01-2011
Ontstaan per 01-01-1989"
8843,53991,2021JJ00,0.5,11.8,GM1674,Roosendaal,Ontstaan per 01-01-1997
8854,53991,2021JJ00,7.3,18.9,GM0599,Rotterdam,Begindatum voor 1830
8865,53991,2021JJ00,0.0,,GM0277,Rozendaal,Begindatum voor 1830
8876,53991,2021JJ00,0.1,8.9,GM0840,Rucphen,Begindatum voor 1830
8887,53991,2021JJ00,0.1,6.0,GM0441,Schagen,"Gemeentelijke herindeling per 01-01-2013
Begindatum voor 1830"
8898,53991,2021JJ00,,,GM0458,Schermer,"Opgeheven per 01-01-2015
Ontstaan per 01-08-1970"
8909,53991,2021JJ00,0.0,5.1,GM0279,Scherpenzeel,Begindatum voor 1830
8920,53991,2021JJ00,0.7,14.3,GM0606,Schiedam,Begindatum voor 1830
8931,53991,2021JJ00,0.0,,GM0088,Schiermonnikoog,Begindatum voor 1830
8942,53991,2021JJ00,,,GM0844,Schijndel,"Opgeheven per 01-01-2017
Begindatum voor 1830"
8953,53991,2021JJ00,,,GM0962,Schinnen,"Opgeheven per 01-01-2019
Begindatum 02-01-1839"
8964,53991,2021JJ00,,,GM0608,Schoonhoven,"Opgeheven per 01-01-2015
Begindatum voor 1830"
8975,53991,2021JJ00,0.1,5.7,GM1676,Schouwen-Duiveland,Ontstaan per 01-01-1997
8986,53991,2021JJ00,0.0,8.3,GM0965,Simpelveld,Begindatum 02-01-1839
8997,53991,2021JJ00,0.0,4.6,GM1702,Sint Anthonis,"Opgeheven per 01-01-2022
Naamswijziging per 04-07-1995"
